;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2020-01;1.0;1.0;;;;;;;;;;;;;;;27009
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;27009
2023-01;1.0;1.0;;;;;;;;;;;;;;;27009
2009-01;2.0;;;;;;;;;;;;;;;;13003
2010-01;1.0;;;;;;;;;;;;;;;;13003
2011-01;1.0;1.0;;;;;;;;;;;;;;;13003
2012-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;13003
2013-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;13003
2014-01;3.0;1.0;1.0;;;;;;;;;;;;;;13003
2015-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;13003
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;13003
2018-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;13003
2019-01;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;13003
2020-01;1.0;1.0;;;;;;;;;;;;;;;13003
2022-01;7.0;2.0;1.0;;;;;;;;;;;;;;13003
2024-01;3.0;;;;;;;;;;;;;;;;13003
2009-01;11.0;10.0;8.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;13001
2010-01;11.0;11.0;9.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;6.0;;13001
2011-01;11.0;9.0;7.0;3.0;7.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;;;13001
2012-01;7.0;5.0;5.0;6.0;5.0;5.0;6.0;5.0;3.0;3.0;3.0;3.0;3.0;;;;13001
2013-01;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;13001
2014-01;4.0;;;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;;;;;;13001
2015-01;14.0;11.0;8.0;12.0;11.0;12.0;12.0;12.0;12.0;11.0;;;;;;;13001
2016-01;14.0;12.0;13.0;12.0;10.0;11.0;12.0;12.0;11.0;;;;;;;;13001
2017-01;9.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;;;;;;;;;13001
2018-01;12.0;5.0;4.0;4.0;4.0;4.0;4.0;;;;;;;;;;13001
2019-01;11.0;10.0;8.0;7.0;7.0;7.0;;;;;;;;;;;13001
2020-01;18.0;18.0;16.0;16.0;16.0;;;;;;;;;;;;13001
2021-01;12.0;12.0;12.0;12.0;;;;;;;;;;;;;13001
2022-01;13.0;11.0;10.0;;;;;;;;;;;;;;13001
2023-01;16.0;15.0;;;;;;;;;;;;;;;13001
2024-01;19.0;;;;;;;;;;;;;;;;13001
2009-01;22.0;13.0;10.0;10.0;9.0;3.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;23004
2010-01;7.0;5.0;6.0;6.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;23004
2011-01;6.0;3.0;1.0;;;;;;;;;;;;;;23004
2012-01;1.0;1.0;;;;;;;;;;;;;;;23004
2013-01;1.0;;;;;;;;;;;;;;;;23004
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;23004
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;23004
2020-01;3.0;;;;;;;;;;;;;;;;23004
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23004
2023-01;2.0;1.0;;;;;;;;;;;;;;;23004
2024-01;2.0;;;;;;;;;;;;;;;;23004
2009-01;5.0;5.0;5.0;4.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;;;;23002
2010-01;10.0;8.0;5.0;5.0;5.0;4.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;;23002
2011-01;2.0;2.0;2.0;1.0;1.0;;;;;;;;;;;;23002
2012-01;15.0;12.0;10.0;8.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;;;;;;23002
2013-01;5.0;4.0;4.0;;;;;;;;1.0;1.0;;;;;23002
2014-01;10.0;10.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;1.0;;;;;;23002
2015-01;1.0;1.0;1.0;;;;;;;;;;;;;;23002
2016-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;23002
2018-01;6.0;4.0;4.0;3.0;2.0;3.0;3.0;;;;;;;;;;23002
2020-01;2.0;1.0;1.0;1.0;;;;;;;;;;;;;23002
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23002
2023-01;21.0;12.0;;;;;;;;;;;;;;;23002
2024-01;10.0;;;;;;;;;;;;;;;;23002
2009-01;26.0;25.0;25.0;23.0;23.0;23.0;23.0;20.0;20.0;20.0;20.0;20.0;20.0;19.0;19.0;19.0;23001
2010-01;50.0;48.0;42.0;41.0;41.0;34.0;29.0;29.0;28.0;28.0;28.0;28.0;28.0;28.0;27.0;;23001
2011-01;25.0;25.0;25.0;25.0;25.0;24.0;24.0;23.0;23.0;22.0;22.0;22.0;23.0;22.0;;;23001
2012-01;26.0;26.0;26.0;25.0;25.0;24.0;24.0;24.0;23.0;23.0;24.0;24.0;24.0;;;;23001
2013-01;28.0;28.0;28.0;27.0;27.0;27.0;23.0;23.0;23.0;23.0;23.0;23.0;;;;;23001
2014-01;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.0;34.0;;;;;;23001
2015-01;34.0;32.0;32.0;32.0;31.0;31.0;31.0;31.0;31.0;31.0;;;;;;;23001
2016-01;37.0;37.0;37.0;37.0;37.0;37.0;37.0;37.0;37.0;;;;;;;;23001
2017-01;32.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;;;;;;;;;23001
2018-01;49.0;48.0;46.0;46.0;45.0;45.0;43.0;;;;;;;;;;23001
2019-01;46.0;43.0;42.0;44.0;44.0;44.0;;;;;;;;;;;23001
2020-01;42.0;41.0;40.0;40.0;39.0;;;;;;;;;;;;23001
2021-01;53.0;52.0;52.0;48.0;;;;;;;;;;;;;23001
2022-01;37.0;37.0;36.0;;;;;;;;;;;;;;23001
2023-01;58.0;55.0;;;;;;;;;;;;;;;23001
2024-01;42.0;;;;;;;;;;;;;;;;23001
2009-01;13.0;9.0;9.0;5.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;23013
2010-01;18.0;8.0;5.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;;23013
2011-01;5.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;23013
2012-01;4.0;3.0;1.0;1.0;1.0;;;;;;;;;;;;23013
2013-01;4.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;23013
2014-01;8.0;4.0;3.0;2.0;;;;;;;1.0;;;;;;23013
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;23013
2016-01;1.0;1.0;;;;;;;;;;;;;;;23013
2017-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;23013
2018-01;4.0;3.0;2.0;1.0;1.0;;;;;;;;;;;;23013
2019-01;14.0;3.0;1.0;;;;;;;;;;;;;;23013
2020-01;5.0;2.0;2.0;1.0;1.0;;;;;;;;;;;;23013
2021-01;4.0;4.0;3.0;3.0;;;;;;;;;;;;;23013
2022-01;2.0;2.0;1.0;;;;;;;;;;;;;;23013
2023-01;3.0;1.0;;;;;;;;;;;;;;;23013
2024-01;2.0;;;;;;;;;;;;;;;;23013
2009-01;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;;;;;23021
2010-01;7.0;5.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;23021
2011-01;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;23021
2012-01;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;;;;23021
2013-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;;;;;23021
2014-01;5.0;5.0;5.0;5.0;5.0;3.0;4.0;4.0;4.0;4.0;4.0;;;;;;23021
2015-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;23021
2016-01;5.0;4.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;23021
2017-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;;;;;;;;;23021
2018-01;9.0;9.0;9.0;9.0;8.0;7.0;7.0;;;;;;;;;;23021
2019-01;5.0;5.0;5.0;5.0;5.0;5.0;;;;;;;;;;;23021
2020-01;6.0;6.0;6.0;6.0;5.0;;;;;;;;;;;;23021
2021-01;8.0;8.0;8.0;8.0;;;;;;;;;;;;;23021
2022-01;4.0;4.0;4.0;;;;;;;;;;;;;;23021
2023-01;2.0;2.0;;;;;;;;;;;;;;;23021
2024-01;3.0;;;;;;;;;;;;;;;;23021
2009-01;4.0;4.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;23009
2010-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;23009
2011-01;1.0;1.0;1.0;;;;;;;;;;;;;;23009
2013-01;2.0;1.0;1.0;;;;;;;;;;;;;;23009
2014-01;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;;;;;;;;;23009
2017-01;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;23009
2018-01;6.0;4.0;4.0;3.0;2.0;2.0;1.0;;;;;;;;;;23009
2019-01;4.0;4.0;4.0;2.0;1.0;1.0;;;;;;;;;;;23009
2020-01;3.0;3.0;2.0;2.0;2.0;;;;;;;;;;;;23009
2024-01;1.0;;;;;;;;;;;;;;;;23009
2009-01;7.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;23022
2010-01;3.0;1.0;;;;;;;;;;;;;;;23022
2011-01;4.0;1.0;1.0;;;;;;;;;;;;;;23022
2012-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;;;;23022
2013-01;1.0;;;1.0;1.0;;;;;;1.0;1.0;;;;;23022
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;23022
2015-01;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;23022
2016-01;1.0;;;;;;;;;;;;;;;;23022
2017-01;1.0;;;;;;;;;;;;;;;;23022
2018-01;2.0;;;;;;;;;;;;;;;;23022
2019-01;5.0;4.0;3.0;4.0;3.0;;;;;;;;;;;;23022
2020-01;2.0;2.0;;;;;;;;;;;;;;;23022
2021-01;3.0;2.0;2.0;2.0;;;;;;;;;;;;;23022
2022-01;2.0;2.0;2.0;;;;;;;;;;;;;;23022
2023-01;3.0;2.0;;;;;;;;;;;;;;;23022
2024-01;2.0;;;;;;;;;;;;;;;;23022
2009-01;17.0;13.0;5.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;1.0;2.0;2.0;1.0;1.0;;23011
2011-01;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;23011
2012-01;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;;;;23011
2013-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;23011
2014-01;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;;;;;;23011
2015-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;;;;;;23011
2016-01;4.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;;;;;;;;23011
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;23011
2018-01;4.0;4.0;4.0;3.0;3.0;3.0;3.0;;;;;;;;;;23011
2019-01;3.0;2.0;2.0;2.0;2.0;1.0;;;;;;;;;;;23011
2020-01;7.0;7.0;6.0;6.0;4.0;;;;;;;;;;;;23011
2022-01;1.0;1.0;1.0;;;;;;;;;;;;;;23011
2023-01;6.0;6.0;;;;;;;;;;;;;;;23011
2024-01;3.0;;;;;;;;;;;;;;;;23011
2009-01;41.0;41.0;41.0;39.0;38.0;39.0;39.0;36.0;34.0;35.0;36.0;36.0;36.0;34.0;34.0;32.0;32002
2010-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;;32002
2011-01;11.0;11.0;11.0;11.0;10.0;9.0;9.0;8.0;8.0;7.0;7.0;7.0;7.0;7.0;;;32002
2012-01;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;;;;32002
2013-01;11.0;11.0;11.0;9.0;10.0;10.0;10.0;10.0;10.0;9.0;9.0;9.0;;;;;32002
2014-01;13.0;12.0;12.0;12.0;12.0;10.0;10.0;10.0;10.0;10.0;10.0;;;;;;32002
2015-01;11.0;10.0;10.0;10.0;10.0;9.0;10.0;9.0;9.0;9.0;;;;;;;32002
2016-01;20.0;20.0;20.0;18.0;18.0;18.0;18.0;18.0;18.0;;;;;;;;32002
2017-01;28.0;28.0;28.0;27.0;17.0;17.0;17.0;17.0;;;;;;;;;32002
2018-01;21.0;19.0;19.0;19.0;17.0;18.0;17.0;;;;;;;;;;32002
2019-01;18.0;17.0;17.0;17.0;14.0;14.0;;;;;;;;;;;32002
2020-01;22.0;22.0;19.0;18.0;18.0;;;;;;;;;;;;32002
2021-01;22.0;22.0;22.0;22.0;;;;;;;;;;;;;32002
2022-01;21.0;21.0;16.0;;;;;;;;;;;;;;32002
2023-01;26.0;25.0;;;;;;;;;;;;;;;32002
2024-01;7.0;;;;;;;;;;;;;;;;32002
2009-01;22.0;22.0;19.0;11.0;9.0;8.0;8.0;8.0;7.0;7.0;7.0;7.0;6.0;5.0;5.0;5.0;32004
2010-01;10.0;9.0;8.0;4.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;32004
2011-01;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;;;32004
2012-01;5.0;2.0;1.0;1.0;1.0;;;;;;;;;;;;32004
2013-01;5.0;4.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;;;;;32004
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;32004
2015-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;;;;;;32004
2016-01;5.0;5.0;5.0;4.0;4.0;4.0;3.0;3.0;3.0;;;;;;;;32004
2017-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;32004
2018-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;;;;;32004
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;32004
2021-01;1.0;1.0;;1.0;;;;;;;;;;;;;32004
2022-01;4.0;4.0;4.0;;;;;;;;;;;;;;32004
2023-01;2.0;2.0;;;;;;;;;;;;;;;32004
2024-01;2.0;;;;;;;;;;;;;;;;32004
2009-01;19.0;18.0;15.0;13.0;10.0;8.0;9.0;9.0;10.0;7.0;7.0;6.0;5.0;5.0;5.0;5.0;32005
2010-01;11.0;7.0;7.0;6.0;6.0;6.0;6.0;5.0;5.0;5.0;3.0;3.0;4.0;4.0;4.0;;32005
2011-01;14.0;13.0;10.0;9.0;10.0;7.0;7.0;4.0;4.0;3.0;3.0;2.0;2.0;2.0;;;32005
2012-01;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;32005
2013-01;4.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;32005
2014-01;6.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;32005
2015-01;19.0;6.0;7.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;;;;;;;32005
2016-01;8.0;4.0;;1.0;;;;;;;;;;;;;32005
2017-01;14.0;5.0;5.0;4.0;4.0;3.0;3.0;3.0;;;;;;;;;32005
2018-01;6.0;6.0;6.0;6.0;5.0;4.0;5.0;;;;;;;;;;32005
2019-01;20.0;5.0;5.0;3.0;4.0;4.0;;;;;;;;;;;32005
2020-01;4.0;4.0;3.0;3.0;3.0;;;;;;;;;;;;32005
2022-01;4.0;4.0;3.0;;;;;;;;;;;;;;32005
2023-01;4.0;3.0;;;;;;;;;;;;;;;32005
2024-01;12.0;;;;;;;;;;;;;;;;32005
2009-01;1.0;;;1.0;;;;;1.0;1.0;1.0;;;;;;21011
2010-01;3.0;3.0;2.0;2.0;;;;;;;;;;;;;21011
2013-01;1.0;1.0;1.0;1.0;;;;;;1.0;1.0;1.0;;;;;21011
2015-01;1.0;1.0;1.0;;;;;;;;;;;;;;21011
2016-01;1.0;1.0;;;;;;;;;;;;;;;21011
2018-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;21011
2019-01;1.0;1.0;1.0;;;;;;;;;;;;;;21011
2020-01;5.0;5.0;4.0;4.0;4.0;;;;;;;;;;;;21011
2021-01;2.0;1.0;1.0;1.0;;;;;;;;;;;;;21011
2022-01;5.0;3.0;3.0;;;;;;;;;;;;;;21011
2023-01;2.0;2.0;;;;;;;;;;;;;;;21011
2009-01;3.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;21007
2010-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;21007
2011-01;1.0;;;;;;;;;;;;;;;;21007
2012-01;2.0;2.0;2.0;1.0;;;;;;;;;;;;;21007
2013-01;4.0;4.0;3.0;2.0;1.0;;;;;;;;;;;;21007
2014-01;7.0;7.0;7.0;7.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;;;;;;21007
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;21007
2016-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;21007
2017-01;2.0;;;;;;;;;;;;;;;;21007
2018-01;6.0;6.0;6.0;6.0;5.0;4.0;3.0;;;;;;;;;;21007
2020-01;2.0;;;;;;;;;;;;;;;;21007
2021-01;3.0;2.0;2.0;2.0;;;;;;;;;;;;;21007
2022-01;3.0;3.0;3.0;;;;;;;;;;;;;;21007
2023-01;2.0;2.0;;;;;;;;;;;;;;;21007
2009-01;4.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;21016
2010-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;;21016
2011-01;5.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;;;21016
2012-01;6.0;2.0;2.0;2.0;2.0;2.0;3.0;4.0;4.0;4.0;5.0;5.0;5.0;;;;21016
2013-01;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;21016
2014-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;21016
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;21016
2016-01;7.0;7.0;7.0;6.0;6.0;7.0;7.0;7.0;7.0;;;;;;;;21016
2017-01;8.0;8.0;8.0;8.0;8.0;8.0;7.0;6.0;;;;;;;;;21016
2018-01;6.0;6.0;6.0;6.0;6.0;6.0;6.0;;;;;;;;;;21016
2019-01;10.0;10.0;10.0;10.0;10.0;10.0;;;;;;;;;;;21016
2020-01;4.0;4.0;4.0;4.0;4.0;;;;;;;;;;;;21016
2021-01;2.0;1.0;1.0;1.0;;;;;;;;;;;;;21016
2022-01;19.0;18.0;18.0;;;;;;;;;;;;;;21016
2023-01;11.0;8.0;;;;;;;;;;;;;;;21016
2024-01;10.0;;;;;;;;;;;;;;;;21016
2009-01;142.0;138.0;127.0;108.0;108.0;106.0;103.0;98.0;97.0;93.0;89.0;92.0;90.0;88.0;87.0;88.0;31016
2010-01;98.0;95.0;83.0;75.0;71.0;69.0;61.0;60.0;58.0;58.0;58.0;58.0;57.0;57.0;57.0;;31016
2011-01;50.0;44.0;41.0;36.0;34.0;29.0;28.0;27.0;26.0;26.0;27.0;26.0;25.0;25.0;;;31016
2012-01;68.0;63.0;57.0;49.0;46.0;44.0;42.0;42.0;41.0;41.0;39.0;40.0;40.0;;;;31016
2013-01;51.0;50.0;46.0;36.0;37.0;37.0;38.0;38.0;37.0;36.0;36.0;35.0;;;;;31016
2014-01;51.0;49.0;44.0;40.0;39.0;37.0;37.0;38.0;38.0;38.0;38.0;;;;;;31016
2015-01;48.0;44.0;43.0;38.0;38.0;36.0;36.0;36.0;35.0;35.0;;;;;;;31016
2016-01;63.0;61.0;58.0;50.0;51.0;51.0;51.0;49.0;49.0;;;;;;;;31016
2017-01;72.0;71.0;67.0;63.0;60.0;56.0;53.0;55.0;;;;;;;;;31016
2018-01;106.0;100.0;94.0;88.0;85.0;85.0;84.0;;;;;;;;;;31016
2019-01;71.0;68.0;68.0;68.0;65.0;63.0;;;;;;;;;;;31016
2020-01;191.0;165.0;166.0;156.0;151.0;;;;;;;;;;;;31016
2021-01;323.0;303.0;294.0;284.0;;;;;;;;;;;;;31016
2022-01;87.0;80.0;79.0;;;;;;;;;;;;;;31016
2023-01;97.0;91.0;;;;;;;;;;;;;;;31016
2024-01;188.0;;;;;;;;;;;;;;;;31016
2009-01;4.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;31001
2010-01;11.0;11.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;31001
2011-01;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;31001
2012-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;31001
