;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2012-01;3.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;13002
2014-01;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;;;;;;13002
2015-01;1.0;;;;;;;;;;;;;;;;13002
2016-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;13002
2017-01;2.0;1.0;1.0;;;;;;;;;;;;;;13002
2018-01;6.0;6.0;5.0;4.0;4.0;4.0;4.0;;;;;;;;;;13002
2019-01;2.0;2.0;2.0;1.0;1.0;1.0;;;;;;;;;;;13002
2020-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;13002
2021-01;2.0;1.0;1.0;1.0;;;;;;;;;;;;;13002
2022-01;2.0;2.0;2.0;;;;;;;;;;;;;;13002
2023-01;2.0;1.0;;;;;;;;;;;;;;;13002
2024-01;1.0;;;;;;;;;;;;;;;;13002
2010-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;13003
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;13003
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;13003
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;13003
2019-01;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;13003
2020-01;1.0;1.0;;1.0;1.0;;;;;;;;;;;;13003
2021-01;2.0;2.0;2.0;2.0;;;;;;;;;;;;;13003
2022-01;1.0;1.0;1.0;;;;;;;;;;;;;;13003
2023-01;1.0;1.0;;;;;;;;;;;;;;;13003
2014-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;13004
2018-01;4.0;4.0;4.0;4.0;2.0;1.0;;;;;;;;;;;13004
2019-01;2.0;2.0;1.0;;;;;;;;;;;;;;13004
2020-01;3.0;2.0;3.0;3.0;2.0;;;;;;;;;;;;13004
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;13004
2022-01;4.0;2.0;1.0;;;;;;;;;;;;;;13004
2023-01;2.0;2.0;;;;;;;;;;;;;;;13004
2024-01;1.0;;;;;;;;;;;;;;;;13004
2010-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;13006
2014-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;;;;;13006
2019-01;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;13006
2021-01;3.0;3.0;3.0;3.0;;;;;;;;;;;;;13006
2022-01;2.0;2.0;2.0;;;;;;;;;;;;;;13006
2023-01;1.0;1.0;;;;;;;;;;;;;;;13006
2024-01;3.0;;;;;;;;;;;;;;;;13006
2009-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;1.0;1.0;13005
2010-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;13005
2011-01;2.0;1.0;1.0;;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;13005
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;13005
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;13005
2016-01;1.0;;;;;;;;;;;;;;;;13005
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;13005
2018-01;3.0;3.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;13005
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;13005
2021-01;1.0;;;;;;;;;;;;;;;;13005
2023-01;3.0;3.0;;;;;;;;;;;;;;;13005
2024-01;1.0;;;;;;;;;;;;;;;;13005
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;13007
2024-01;2.0;;;;;;;;;;;;;;;;13007
2009-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;16002
2010-01;1.0;1.0;1.0;1.0;1.0;;1.0;;;;;;;1.0;1.0;;16002
2015-01;1.0;1.0;1.0;1.0;;;1.0;;;;;;;;;;16002
2017-01;1.0;;;;1.0;;;;;;;;;;;;16002
2019-01;1.0;;;;;;;;;;;;;;;;16002
2020-01;1.0;1.0;;;;;;;;;;;;;;;16002
2021-01;1.0;;;;;;;;;;;;;;;;16002
2022-01;1.0;1.0;1.0;;;;;;;;;;;;;;16002
2023-01;1.0;1.0;;;;;;;;;;;;;;;16002
2009-01;5.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;16003
2010-01;3.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;16003
2011-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;16003
2012-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;16003
2013-01;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;1.0;1.0;1.0;;;;;16003
2014-01;6.0;5.0;6.0;5.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;;;;;;16003
2016-01;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;;16003
2017-01;3.0;1.0;;;;;1.0;;;;;;;;;;16003
2018-01;6.0;4.0;4.0;4.0;3.0;3.0;2.0;;;;;;;;;;16003
2019-01;2.0;2.0;2.0;1.0;1.0;;;;;;;;;;;;16003
2020-01;3.0;1.0;;;;;;;;;;;;;;;16003
2021-01;1.0;;;;;;;;;;;;;;;;16003
2022-01;4.0;2.0;1.0;;;;;;;;;;;;;;16003
2023-01;3.0;3.0;;;;;;;;;;;;;;;16003
2024-01;5.0;;;;;;;;;;;;;;;;16003
2009-01;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;16001
2010-01;14.0;14.0;13.0;11.0;10.0;10.0;10.0;9.0;7.0;8.0;8.0;8.0;7.0;6.0;7.0;;16001
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;16001
2012-01;8.0;7.0;6.0;5.0;7.0;7.0;6.0;7.0;7.0;8.0;7.0;7.0;7.0;;;;16001
2013-01;9.0;8.0;6.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;;;;;16001
2014-01;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;;;;;;16001
2015-01;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;;;;;;;16001
2016-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;;;;;;;;16001
2017-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;;;;;;;;;16001
2018-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;;;;16001
2019-01;7.0;6.0;6.0;6.0;6.0;6.0;;;;;;;;;;;16001
2020-01;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;;;16001
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;16001
2022-01;1.0;1.0;1.0;;;;;;;;;;;;;;16001
2023-01;3.0;2.0;;;;;;;;;;;;;;;16001
2024-01;8.0;;;;;;;;;;;;;;;;16001
2009-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;29003
2010-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;29003
2011-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;29003
2012-01;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;29003
2014-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;1.0;1.0;2.0;;;;;;29003
2015-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;;;;;;;29003
2017-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;29003
2018-01;3.0;3.0;2.0;2.0;2.0;1.0;1.0;;;;;;;;;;29003
2019-01;2.0;2.0;2.0;2.0;1.0;1.0;;;;;;;;;;;29003
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29003
2021-01;2.0;;;1.0;;;;;;;;;;;;;29003
2022-01;1.0;;;;;;;;;;;;;;;;29003
2024-01;1.0;;;;;;;;;;;;;;;;29003
2010-01;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;29001
2011-01;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;29001
2012-01;6.0;6.0;6.0;6.0;6.0;5.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;29001
2013-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;29001
2014-01;7.0;6.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;;;;;;29001
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;29001
2016-01;1.0;;;;;;;;;;;;;;;;29001
2017-01;4.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;;;;;;;;;29001
2018-01;11.0;11.0;10.0;10.0;9.0;8.0;7.0;;;;;;;;;;29001
2019-01;2.0;1.0;2.0;1.0;1.0;1.0;;;;;;;;;;;29001
2020-01;3.0;2.0;1.0;1.0;2.0;;;;;;;;;;;;29001
2021-01;2.0;2.0;2.0;2.0;;;;;;;;;;;;;29001
2022-01;7.0;7.0;7.0;;;;;;;;;;;;;;29001
2023-01;2.0;;;;;;;;;;;;;;;;29001
2024-01;4.0;;;;;;;;;;;;;;;;29001
2009-01;4.0;4.0;4.0;1.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;29026
2010-01;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0;;29026
2012-01;4.0;4.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;;;;29026
2014-01;4.0;4.0;4.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;;;;;;29026
2015-01;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;29026
2017-01;6.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;;;;;;;;;29026
2018-01;4.0;4.0;4.0;3.0;3.0;2.0;2.0;;;;;;;;;;29026
2019-01;8.0;8.0;7.0;7.0;6.0;6.0;;;;;;;;;;;29026
2022-01;7.0;6.0;4.0;;;;;;;;;;;;;;29026
2023-01;1.0;1.0;;;;;;;;;;;;;;;29026
2009-01;3.0;2.0;2.0;2.0;1.0;;;;1.0;;1.0;;;;;;29022
2010-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;29022
2011-01;2.0;2.0;2.0;1.0;1.0;1.0;;;;;;;;;;;29022
2012-01;1.0;1.0;;;;;;;;1.0;1.0;1.0;1.0;;;;29022
2013-01;4.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;29022
2014-01;5.0;5.0;5.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;;;;;;29022
2015-01;3.0;;;;;;;;;;;;;;;;29022
2016-01;6.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;;;;;;;;29022
2017-01;7.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;;;;;;;;;29022
2018-01;6.0;5.0;5.0;5.0;4.0;5.0;5.0;;;;;;;;;;29022
2019-01;4.0;3.0;2.0;2.0;2.0;2.0;;;;;;;;;;;29022
2020-01;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;;;29022
2021-01;3.0;3.0;2.0;3.0;;;;;;;;;;;;;29022
2022-01;6.0;6.0;4.0;;;;;;;;;;;;;;29022
2023-01;2.0;1.0;;;;;;;;;;;;;;;29022
2024-01;6.0;;;;;;;;;;;;;;;;29022
2009-01;14.0;12.0;12.0;9.0;9.0;10.0;10.0;10.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;10.0;29006
2010-01;6.0;6.0;5.0;3.0;4.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;29006
2011-01;15.0;13.0;14.0;13.0;13.0;13.0;13.0;13.0;12.0;12.0;12.0;13.0;12.0;12.0;;;29006
2012-01;12.0;11.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;8.0;7.0;7.0;8.0;;;;29006
2013-01;9.0;9.0;7.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;5.0;4.0;;;;;29006
2014-01;7.0;7.0;6.0;6.0;6.0;5.0;5.0;4.0;3.0;3.0;3.0;;;;;;29006
2015-01;3.0;3.0;3.0;2.0;2.0;1.0;2.0;3.0;2.0;2.0;;;;;;;29006
2016-01;5.0;3.0;4.0;3.0;3.0;3.0;3.0;2.0;1.0;;;;;;;;29006
2017-01;8.0;8.0;7.0;7.0;7.0;7.0;6.0;6.0;;;;;;;;;29006
2018-01;6.0;4.0;4.0;3.0;2.0;3.0;3.0;;;;;;;;;;29006
2019-01;10.0;8.0;8.0;6.0;5.0;6.0;;;;;;;;;;;29006
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;29006
2021-01;3.0;2.0;2.0;2.0;;;;;;;;;;;;;29006
2022-01;11.0;10.0;10.0;;;;;;;;;;;;;;29006
2023-01;7.0;6.0;;;;;;;;;;;;;;;29006
2024-01;12.0;;;;;;;;;;;;;;;;29006
2012-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;29010
2013-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;29010
2014-01;5.0;3.0;1.0;1.0;2.0;;;1.0;1.0;1.0;1.0;;;;;;29010
2015-01;3.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;3.0;2.0;;;;;;;29010
2016-01;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;29010
2017-01;5.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;;;;;;;;;29010
2018-01;6.0;5.0;4.0;2.0;2.0;2.0;4.0;;;;;;;;;;29010
2019-01;6.0;4.0;3.0;1.0;3.0;3.0;;;;;;;;;;;29010
2020-01;6.0;5.0;5.0;3.0;2.0;;;;;;;;;;;;29010
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;29010
2022-01;5.0;4.0;4.0;;;;;;;;;;;;;;29010
2023-01;4.0;4.0;;;;;;;;;;;;;;;29010
2024-01;6.0;;;;;;;;;;;;;;;;29010
2010-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;;29024
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;29024
2012-01;1.0;;1.0;;;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;;;;29024
2013-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;29024
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;29024
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;29024
2016-01;1.0;;;;;;;;;;;;;;;;29024
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;29024
2018-01;2.0;2.0;2.0;1.0;1.0;1.0;;;;;;;;;;;29024
2019-01;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;;29024
2021-01;2.0;2.0;2.0;2.0;;;;;;;;;;;;;29024
2022-01;5.0;5.0;5.0;;;;;;;;;;;;;;29024
2023-01;1.0;1.0;;;;;;;;;;;;;;;29024
2024-01;4.0;;;;;;;;;;;;;;;;29024
2010-01;6.0;6.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;3.0;;29025
2011-01;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;;;29025
2012-01;6.0;6.0;5.0;6.0;5.0;5.0;5.0;4.0;3.0;3.0;2.0;2.0;2.0;;;;29025
2013-01;1.0;1.0;;;;;;;;;;;;;;;29025
2014-01;4.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;29025
2015-01;5.0;4.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;;;;;;;29025
2016-01;4.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;;;;;;;;29025
2017-01;2.0;1.0;1.0;1.0;1.0;;1.0;1.0;;;;;;;;;29025
2018-01;9.0;7.0;6.0;6.0;4.0;4.0;5.0;;;;;;;;;;29025
2019-01;6.0;6.0;2.0;1.0;1.0;1.0;;;;;;;;;;;29025
2020-01;6.0;5.0;4.0;4.0;5.0;;;;;;;;;;;;29025
2021-01;1.0;;;;;;;;;;;;;;;;29025
2022-01;5.0;3.0;3.0;;;;;;;;;;;;;;29025
2023-01;3.0;3.0;;;;;;;;;;;;;;;29025
2024-01;3.0;;;;;;;;;;;;;;;;29025
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;29008
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;29008
2018-01;3.0;3.0;3.0;2.0;2.0;2.0;2.0;;;;;;;;;;29008
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;29008
2022-01;2.0;1.0;2.0;;;;;;;;;;;;;;29008
2024-01;3.0;;;;;;;;;;;;;;;;29008
2009-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;29028
2010-01;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;29028
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;29028
2012-01;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;29028
2013-01;4.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;29028
2014-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;29028
2015-01;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;29028
2016-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;29028
2017-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;29028
2018-01;6.0;5.0;5.0;5.0;4.0;4.0;3.0;;;;;;;;;;29028
2019-01;2.0;2.0;2.0;2.0;1.0;1.0;;;;;;;;;;;29028
2021-01;3.0;3.0;3.0;3.0;;;;;;;;;;;;;29028
2022-01;5.0;5.0;4.0;;;;;;;;;;;;;;29028
2023-01;3.0;3.0;;;;;;;;;;;;;;;29028
2024-01;4.0;;;;;;;;;;;;;;;;29028
2009-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;29002
2010-01;6.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;;29002
2011-01;4.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;;29002
2012-01;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;29002
2013-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;29002
2014-01;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;29002
2017-01;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;;;;;;;;;29002
2018-01;4.0;3.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;29002
2019-01;3.0;3.0;2.0;2.0;2.0;2.0;;;;;;;;;;;29002
2020-01;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;;;29002
2021-01;2.0;2.0;2.0;1.0;;;;;;;;;;;;;29002
2022-01;5.0;5.0;4.0;;;;;;;;;;;;;;29002
2023-01;1.0;1.0;;;;;;;;;;;;;;;29002
2024-01;4.0;;;;;;;;;;;;;;;;29002
2010-01;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;29015
2011-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;29015
2012-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;29015
2014-01;3.0;2.0;2.0;2.0;2.0;;;;;;;;;;;;29015
2015-01;5.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;;;;;;;29015
2016-01;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;;;;;;;;29015
2017-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;29015
2018-01;4.0;4.0;4.0;2.0;2.0;2.0;1.0;;;;;;;;;;29015
2019-01;4.0;3.0;2.0;2.0;2.0;2.0;;;;;;;;;;;29015
2020-01;3.0;3.0;2.0;2.0;1.0;;;;;;;;;;;;29015
2021-01;4.0;4.0;4.0;4.0;;;;;;;;;;;;;29015
2022-01;5.0;3.0;2.0;;;;;;;;;;;;;;29015
2023-01;5.0;5.0;;;;;;;;;;;;;;;29015
2024-01;3.0;;;;;;;;;;;;;;;;29015
2009-01;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;;;;;29021
2010-01;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;29021
2011-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;29021
2013-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;;;;;29021
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;29021
2015-01;1.0;;;;;;;;;;;;;;;;29021
2016-01;2.0;2.0;1.0;1.0;1.0;1.0;;;1.0;;;;;;;;29021
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;29021
2019-01;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;;;;;29021
2020-01;1.0;1.0;1.0;;;;;;;;;;;;;;29021
2022-01;2.0;2.0;2.0;;;;;;;;;;;;;;29021
2023-01;1.0;1.0;;;;;;;;;;;;;;;29021
2024-01;2.0;;;;;;;;;;;;;;;;29021
2010-01;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;29013
2011-01;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;1.0;;;29013
2015-01;3.0;3.0;3.0;2.0;;;;;;;;;;;;;29013
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;29013
2020-01;1.0;;;;;;;;;;;;;;;;29013
2021-01;3.0;3.0;3.0;3.0;;;;;;;;;;;;;29013
2023-01;2.0;1.0;;;;;;;;;;;;;;;29013
2024-01;2.0;;;;;;;;;;;;;;;;29013
2009-01;1.0;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;29005
2010-01;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;3.0;3.0;3.0;;29005
2011-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;29005
2012-01;3.0;3.0;1.0;1.0;1.0;1.0;;;;;;;1.0;;;;29005
2013-01;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;29005
2014-01;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;29005
