;0;12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;cod_regsaud
2015-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;23004
2016-01;2.0;2.0;1.0;;;;;1.0;1.0;;;;;;;;23004
2017-01;1.0;;;;;;;;;;;;;;;;23004
2018-01;3.0;2.0;2.0;1.0;1.0;2.0;1.0;;;;;;;;;;23004
2019-01;3.0;2.0;;;;;;;;;;;;;;;23004
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;23004
2021-01;1.0;;;;;;;;;;;;;;;;23004
2022-01;3.0;2.0;2.0;;;;;;;;;;;;;;23004
2024-01;3.0;;;;;;;;;;;;;;;;23004
2012-01;7.0;6.0;3.0;2.0;2.0;1.0;;;;;;;;;;;23002
2013-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;23002
2014-01;8.0;7.0;5.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;;;;;;23002
2015-01;3.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;23002
2016-01;1.0;;;;;;;;;;;;;;;;23002
2017-01;4.0;2.0;2.0;2.0;;1.0;1.0;1.0;;;;;;;;;23002
2018-01;10.0;9.0;6.0;5.0;3.0;2.0;1.0;;;;;;;;;;23002
2019-01;3.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;;23002
2020-01;4.0;3.0;2.0;2.0;2.0;;;;;;;;;;;;23002
2021-01;7.0;4.0;3.0;2.0;;;;;;;;;;;;;23002
2022-01;4.0;4.0;3.0;;;;;;;;;;;;;;23002
2023-01;3.0;2.0;;;;;;;;;;;;;;;23002
2024-01;8.0;;;;;;;;;;;;;;;;23002
2012-01;173.0;170.0;155.0;144.0;122.0;119.0;113.0;111.0;111.0;110.0;108.0;106.0;103.0;;;;23001
2013-01;10.0;8.0;8.0;7.0;6.0;8.0;8.0;8.0;7.0;8.0;8.0;8.0;;;;;23001
2014-01;8.0;8.0;7.0;6.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;;;;;;23001
2015-01;8.0;6.0;6.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;;;;;;;23001
2016-01;11.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;;;;;;;;23001
2017-01;12.0;10.0;9.0;8.0;8.0;8.0;7.0;7.0;;;;;;;;;23001
2018-01;11.0;10.0;9.0;7.0;8.0;8.0;8.0;;;;;;;;;;23001
2019-01;14.0;13.0;12.0;10.0;11.0;11.0;;;;;;;;;;;23001
2020-01;21.0;19.0;18.0;16.0;17.0;;;;;;;;;;;;23001
2021-01;12.0;11.0;12.0;11.0;;;;;;;;;;;;;23001
2022-01;14.0;12.0;11.0;;;;;;;;;;;;;;23001
2023-01;16.0;14.0;;;;;;;;;;;;;;;23001
2024-01;49.0;;;;;;;;;;;;;;;;23001
2012-01;6.0;5.0;4.0;5.0;5.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;;;;23013
2014-01;1.0;;;;;;;;;;;;;;;;23013
2015-01;2.0;2.0;2.0;1.0;;;1.0;1.0;;;;;;;;;23013
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;23013
2018-01;1.0;;;;;;;;;;;;;;;;23013
2019-01;2.0;1.0;;;;;;;;;;;;;;;23013
2020-01;1.0;1.0;;;;;;;;;;;;;;;23013
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23013
2022-01;3.0;3.0;3.0;;;;;;;;;;;;;;23013
2023-01;2.0;1.0;;;;;;;;;;;;;;;23013
2024-01;3.0;;;;;;;;;;;;;;;;23013
2012-01;9.0;7.0;7.0;7.0;6.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;;;;23021
2013-01;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;;;;;23021
2014-01;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;;;;;;23021
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;23021
2016-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;23021
2017-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;23021
2018-01;6.0;5.0;4.0;4.0;3.0;4.0;4.0;;;;;;;;;;23021
2019-01;2.0;2.0;1.0;1.0;;1.0;;;;;;;;;;;23021
2020-01;4.0;4.0;4.0;4.0;4.0;;;;;;;;;;;;23021
2021-01;5.0;4.0;4.0;3.0;;;;;;;;;;;;;23021
2022-01;7.0;6.0;6.0;;;;;;;;;;;;;;23021
2024-01;5.0;;;;;;;;;;;;;;;;23021
2012-01;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;2.0;2.0;2.0;2.0;;;;23009
2013-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;23009
2014-01;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;23009
2015-01;1.0;;;;;;;;;;;;;;;;23009
2018-01;2.0;2.0;2.0;1.0;1.0;1.0;;;;;;;;;;;23009
2020-01;1.0;;;;;;;;;;;;;;;;23009
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23009
2012-01;8.0;6.0;4.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;23022
2013-01;2.0;;;;;;;;;;;;;;;;23022
2014-01;6.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;;;;;;;;;23022
2015-01;1.0;;;;;;;;;;;;;;;;23022
2016-01;3.0;1.0;;1.0;;;;;1.0;;;;;;;;23022
2017-01;1.0;;;;;;;;;;;;;;;;23022
2018-01;3.0;1.0;1.0;1.0;;;;;;;;;;;;;23022
2019-01;1.0;1.0;;;;1.0;;;;;;;;;;;23022
2020-01;3.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;23022
2021-01;2.0;2.0;2.0;1.0;;;;;;;;;;;;;23022
2022-01;2.0;2.0;1.0;;;;;;;;;;;;;;23022
2023-01;3.0;1.0;;;;;;;;;;;;;;;23022
2024-01;8.0;;;;;;;;;;;;;;;;23022
2012-01;18.0;17.0;15.0;14.0;14.0;13.0;7.0;6.0;8.0;8.0;9.0;8.0;9.0;;;;23011
2013-01;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;23011
2014-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;23011
2016-01;7.0;6.0;6.0;5.0;4.0;4.0;2.0;2.0;3.0;;;;;;;;23011
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;23011
2018-01;1.0;;;;;;;;;;;;;;;;23011
2019-01;4.0;4.0;4.0;4.0;4.0;4.0;;;;;;;;;;;23011
2020-01;4.0;4.0;2.0;1.0;1.0;;;;;;;;;;;;23011
2021-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;23011
2022-01;5.0;5.0;4.0;;;;;;;;;;;;;;23011
2023-01;1.0;1.0;;;;;;;;;;;;;;;23011
2024-01;7.0;;;;;;;;;;;;;;;;23011
2012-01;83.0;78.0;75.0;74.0;73.0;68.0;67.0;68.0;56.0;56.0;54.0;53.0;52.0;;;;32002
2013-01;9.0;8.0;7.0;7.0;7.0;6.0;5.0;5.0;5.0;4.0;4.0;4.0;;;;;32002
2014-01;7.0;6.0;6.0;5.0;5.0;5.0;4.0;5.0;4.0;4.0;4.0;;;;;;32002
2015-01;12.0;10.0;10.0;10.0;10.0;11.0;11.0;10.0;9.0;9.0;;;;;;;32002
2016-01;12.0;10.0;10.0;11.0;11.0;11.0;11.0;9.0;8.0;;;;;;;;32002
2017-01;10.0;9.0;7.0;7.0;7.0;7.0;7.0;7.0;;;;;;;;;32002
2018-01;18.0;17.0;14.0;11.0;11.0;12.0;9.0;;;;;;;;;;32002
2019-01;17.0;9.0;15.0;14.0;14.0;14.0;;;;;;;;;;;32002
2020-01;22.0;20.0;19.0;18.0;18.0;;;;;;;;;;;;32002
2021-01;13.0;12.0;10.0;9.0;;;;;;;;;;;;;32002
2022-01;18.0;15.0;13.0;;;;;;;;;;;;;;32002
2023-01;13.0;11.0;;;;;;;;;;;;;;;32002
2024-01;17.0;;;;;;;;;;;;;;;;32002
2012-01;30.0;29.0;26.0;22.0;19.0;19.0;16.0;15.0;16.0;15.0;12.0;13.0;12.0;;;;32004
2014-01;5.0;5.0;5.0;4.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;;;;;;32004
2015-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;32004
2016-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;32004
2017-01;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;;;;;;;;;32004
2018-01;5.0;4.0;3.0;3.0;2.0;2.0;1.0;;;;;;;;;;32004
2019-01;7.0;6.0;5.0;4.0;3.0;2.0;;;;;;;;;;;32004
2020-01;11.0;8.0;5.0;4.0;3.0;;;;;;;;;;;;32004
2021-01;3.0;2.0;2.0;1.0;;;;;;;;;;;;;32004
2022-01;4.0;4.0;4.0;;;;;;;;;;;;;;32004
2023-01;9.0;9.0;;;;;;;;;;;;;;;32004
2024-01;5.0;;;;;;;;;;;;;;;;32004
2012-01;13.0;13.0;11.0;11.0;10.0;8.0;9.0;9.0;8.0;8.0;7.0;6.0;5.0;;;;32005
2013-01;3.0;2.0;2.0;1.0;1.0;;;;;;;;;;;;32005
2014-01;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;;;;;;32005
2015-01;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;32005
2016-01;7.0;5.0;5.0;4.0;3.0;4.0;4.0;4.0;2.0;;;;;;;;32005
2017-01;6.0;5.0;5.0;4.0;4.0;4.0;5.0;5.0;;;;;;;;;32005
2018-01;5.0;5.0;4.0;5.0;4.0;3.0;2.0;;;;;;;;;;32005
2019-01;5.0;5.0;4.0;5.0;4.0;4.0;;;;;;;;;;;32005
2020-01;8.0;4.0;5.0;5.0;4.0;;;;;;;;;;;;32005
2021-01;5.0;4.0;4.0;3.0;;;;;;;;;;;;;32005
2022-01;6.0;6.0;5.0;;;;;;;;;;;;;;32005
2023-01;9.0;9.0;;;;;;;;;;;;;;;32005
2024-01;13.0;;;;;;;;;;;;;;;;32005
2012-01;3.0;3.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;;;;21011
2018-01;2.0;1.0;;;;;;;;;;;;;;;21011
2019-01;3.0;3.0;3.0;1.0;1.0;1.0;;;;;;;;;;;21011
2020-01;2.0;1.0;2.0;2.0;1.0;;;;;;;;;;;;21011
2022-01;3.0;1.0;1.0;;;;;;;;;;;;;;21011
2023-01;1.0;1.0;;;;;;;;;;;;;;;21011
2024-01;5.0;;;;;;;;;;;;;;;;21011
2012-01;5.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;;;;21007
2014-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;21007
2015-01;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;21007
2016-01;1.0;;;;;;;;;;;;;;;;21007
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;21007
2019-01;2.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;21007
2021-01;2.0;1.0;1.0;1.0;;;;;;;;;;;;;21007
2022-01;2.0;1.0;1.0;;;;;;;;;;;;;;21007
2023-01;2.0;1.0;;;;;;;;;;;;;;;21007
2024-01;1.0;;;;;;;;;;;;;;;;21007
2012-01;35.0;32.0;32.0;30.0;30.0;30.0;28.0;25.0;27.0;24.0;24.0;23.0;22.0;;;;21016
2013-01;4.0;4.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;;;;;21016
2014-01;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;21016
2015-01;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;;;;;;;21016
2016-01;4.0;4.0;3.0;4.0;4.0;3.0;3.0;3.0;3.0;;;;;;;;21016
2017-01;6.0;5.0;5.0;4.0;4.0;5.0;4.0;4.0;;;;;;;;;21016
2018-01;11.0;10.0;9.0;8.0;8.0;8.0;7.0;;;;;;;;;;21016
2019-01;8.0;8.0;7.0;8.0;7.0;7.0;;;;;;;;;;;21016
2020-01;5.0;5.0;5.0;3.0;4.0;;;;;;;;;;;;21016
2021-01;8.0;7.0;8.0;7.0;;;;;;;;;;;;;21016
2022-01;7.0;6.0;5.0;;;;;;;;;;;;;;21016
2023-01;9.0;7.0;;;;;;;;;;;;;;;21016
2024-01;13.0;;;;;;;;;;;;;;;;21016
2012-01;450.0;405.0;389.0;368.0;346.0;338.0;333.0;321.0;318.0;266.0;270.0;260.0;251.0;;;;31016
2013-01;34.0;32.0;30.0;23.0;23.0;18.0;19.0;20.0;13.0;15.0;15.0;14.0;;;;;31016
2014-01;34.0;28.0;22.0;21.0;23.0;21.0;18.0;18.0;18.0;19.0;19.0;;;;;;31016
2015-01;27.0;24.0;23.0;18.0;19.0;18.0;18.0;19.0;19.0;18.0;;;;;;;31016
2016-01;42.0;32.0;27.0;27.0;23.0;20.0;22.0;18.0;17.0;;;;;;;;31016
2017-01;43.0;40.0;36.0;29.0;29.0;27.0;26.0;26.0;;;;;;;;;31016
2018-01;59.0;47.0;48.0;38.0;34.0;38.0;37.0;;;;;;;;;;31016
2019-01;43.0;33.0;28.0;27.0;26.0;24.0;;;;;;;;;;;31016
2020-01;40.0;30.0;29.0;31.0;29.0;;;;;;;;;;;;31016
2021-01;42.0;30.0;28.0;28.0;;;;;;;;;;;;;31016
2022-01;55.0;48.0;42.0;;;;;;;;;;;;;;31016
2023-01;57.0;45.0;;;;;;;;;;;;;;;31016
2024-01;51.0;;;;;;;;;;;;;;;;31016
2012-01;14.0;13.0;13.0;12.0;11.0;10.0;10.0;9.0;9.0;9.0;8.0;8.0;8.0;;;;31001
2014-01;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;;;;;;31001
2015-01;1.0;1.0;1.0;;;1.0;1.0;1.0;1.0;1.0;;;;;;;31001
2017-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;;;;;;;;;31001
2018-01;1.0;1.0;;;;;;;;;;;;;;;31001
2019-01;5.0;4.0;4.0;4.0;4.0;4.0;;;;;;;;;;;31001
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;31001
2021-01;1.0;;;1.0;;;;;;;;;;;;;31001
2022-01;3.0;2.0;3.0;;;;;;;;;;;;;;31001
2023-01;1.0;1.0;;;;;;;;;;;;;;;31001
2024-01;6.0;;;;;;;;;;;;;;;;31001
2012-01;5.0;5.0;5.0;4.0;3.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;;;;31094
2014-01;1.0;1.0;;;;;;;;;;;;;;;31094
2015-01;1.0;1.0;1.0;;;;;;;;;;;;;;31094
2016-01;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;31094
2017-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;31094
2019-01;1.0;;;;;;;;;;;;;;;;31094
2022-01;1.0;;;;;;;;;;;;;;;;31094
2023-01;4.0;3.0;;;;;;;;;;;;;;;31094
2012-01;4.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;31071
2014-01;1.0;1.0;1.0;1.0;1.0;;;1.0;1.0;1.0;;;;;;;31071
2015-01;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;31071
2017-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;31071
2018-01;1.0;1.0;;;;;;;;;;;;;;;31071
2019-01;2.0;2.0;2.0;2.0;2.0;2.0;;;;;;;;;;;31071
2020-01;1.0;1.0;;;;;;;;;;;;;;;31071
2022-01;2.0;1.0;1.0;;;;;;;;;;;;;;31071
2023-01;3.0;3.0;;;;;;;;;;;;;;;31071
2024-01;1.0;;;;;;;;;;;;;;;;31071
2012-01;12.0;11.0;12.0;11.0;11.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;7.0;;;;31037
2013-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;31037
2014-01;4.0;4.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;;;;;;31037
2015-01;3.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;;;;;;;31037
2016-01;1.0;1.0;;;;;;;;;;;;;;;31037
2018-01;5.0;4.0;4.0;5.0;4.0;4.0;4.0;;;;;;;;;;31037
2019-01;4.0;4.0;4.0;4.0;4.0;4.0;;;;;;;;;;;31037
2020-01;4.0;4.0;4.0;4.0;4.0;;;;;;;;;;;;31037
2021-01;6.0;6.0;5.0;5.0;;;;;;;;;;;;;31037
2022-01;4.0;4.0;3.0;;;;;;;;;;;;;;31037
2023-01;8.0;7.0;;;;;;;;;;;;;;;31037
2024-01;8.0;;;;;;;;;;;;;;;;31037
2012-01;9.0;9.0;8.0;7.0;6.0;6.0;4.0;3.0;3.0;3.0;2.0;2.0;2.0;;;;31031
2013-01;1.0;1.0;;1.0;;;;;;;;;;;;;31031
2014-01;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;31031
2015-01;1.0;1.0;;;;;;;;;;;;;;;31031
2016-01;1.0;1.0;1.0;;;;;;;;;;;;;;31031
2017-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;31031
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;31031
2019-01;2.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;31031
2020-01;2.0;2.0;;1.0;;;;;;;;;;;;;31031
2022-01;3.0;2.0;1.0;;;;;;;;;;;;;;31031
2023-01;1.0;;;;;;;;;;;;;;;;31031
2024-01;1.0;;;;;;;;;;;;;;;;31031
2012-01;9.0;8.0;8.0;5.0;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;;;;31004
2013-01;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;;;;;31004
2015-01;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;;;;;;;31004
2018-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;31004
2020-01;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;31004
2024-01;2.0;;;;;;;;;;;;;;;;31004
2012-01;7.0;7.0;7.0;6.0;6.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;4.0;;;;31059
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;31059
2015-01;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;31059
2016-01;2.0;1.0;1.0;1.0;;;1.0;1.0;1.0;;;;;;;;31059
2017-01;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;;;;;;;;;31059
2018-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;31059
2019-01;1.0;1.0;1.0;1.0;;;;;;;;;;;;;31059
2020-01;3.0;2.0;2.0;2.0;3.0;;;;;;;;;;;;31059
2021-01;2.0;;1.0;1.0;;;;;;;;;;;;;31059
2022-01;2.0;2.0;2.0;;;;;;;;;;;;;;31059
2023-01;4.0;4.0;;;;;;;;;;;;;;;31059
2024-01;2.0;;;;;;;;;;;;;;;;31059
2012-01;10.0;9.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;5.0;5.0;5.0;;;;31009
2013-01;2.0;1.0;1.0;1.0;;;;;;;;;;;;;31009
2014-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;31009
2015-01;1.0;;;;;;;;;;;;;;;;31009
2016-01;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;31009
2017-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;31009
2018-01;4.0;4.0;3.0;2.0;2.0;2.0;2.0;;;;;;;;;;31009
2020-01;2.0;1.0;;;1.0;;;;;;;;;;;;31009
2021-01;3.0;3.0;2.0;2.0;;;;;;;;;;;;;31009
2022-01;5.0;3.0;3.0;;;;;;;;;;;;;;31009
2023-01;2.0;2.0;;;;;;;;;;;;;;;31009
2024-01;3.0;;;;;;;;;;;;;;;;31009
2012-01;9.0;9.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;8.0;8.0;8.0;8.0;;;;31003
2013-01;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;;31003
